"","time","lat","long","site.name","Fagus","Alnus","Picea","Quercus","legendvalues"
"126",-18500,40.6279,21.599205,"Khimaditis Ib",0,0.308641975308642,0,2.77777777777778,100
"127",-18500,40.931235,15.605185,"Lago Grande di Monticchio",2.82258064516129,0,0,68.1451612903226,10
"128",-18500,41.965045,-2.81179,"Laguna Mesagosa",0,0,0,0,50
"129",-18500,42.133333,2.75,"Banyoles",0,0,0,0.0784313725490196,100
"130",-18500,42.63045,26.780139,"Straldzha mire",0,0,0.149925037481259,1.19940029985008,10
"131",-18500,42.692778,3.841667,"MD99-2348 (103)",0.356274634951459,0.416358453266197,3.91583719411172,3.1051661481603,50
"132",-18500,42.987535,10.89235,"Lago dell'Accesa",0.11296563020701,0.122850122850123,0.0360750360750361,1.95571747295885,100
"133",-18500,43.041685,-6.13878,"Lago de Ajo",0,0,0,0,10
"134",-18500,44.233333,7.133333,"Laghi dell'Orgials",0,0,0,0,50
"135",-18500,44.9166666666667,3.78333333333333,"Lac du Bouchet",0.0603864734299517,0.0457038391224863,0.106090312552438,0.172607392421979,100
"136",-18500,45.05339,7.391,"Lago Piccolo di Avigliana",0,0,0,0,10
"137",-18500,45.0708333333333,5.25666666666667,"Saint Hilaire du Rosier",0,0,0,0,50
"138",-18500,45.33407,22.80349,"Taul Zanogutii",0,0,0,0,100
"139",-18500,46.05152,8.94329,"Lago di Origlio",0,0.623052959501558,1.09827596215244,0.20703933747412,10
"140",-18500,46.283056,7.844167,"Mittlere Hellelen",0,0,0,0,50
"141",-18500,46.347222,7.021667,"Leysin Les Léchières",0,0,0,0,100
"142",-18500,46.633333,7.3925,"Chutti Boltigen",0,0,0,0,10
"143",-18500,47.0213888888889,7.48380555555556,"Moossee",0,0,0.828345699035354,0,50
"144",-18500,47.16969,7.66823,"Burgaschisee",0,0.649350649350649,0.649350649350649,0,100
"145",-18500,48.34053,20.430665,"Nagy-Mohos",0,0.558659217877095,0.139664804469274,2.37430167597765,10
"146",-18500,48.444444,-0.191667,"Le Fourneau",0,9.63455149501661,0,2.6578073089701,50
"147",-18500,48.775602,13.865165,"Plešné jezero",0,0.167794095126446,0.188718850498234,0,100
"148",-18500,49.787222,12.4625,"Brentenlohe",0,0.218102508178844,0.054525627044711,0.054525627044711,10
"149",-18500,50.7624,15.552305,"Labský důl",0,0.33953411473131,0.208110615647864,0,50
"150",-18500,56.76882,38.77603,"Plesheevo Lake",0,4.13793103448276,2.41379310344828,0,100
"151",-18500,62.331455,10.398245,"Lake Flåfattjønna",0,4.92307692307692,0.153846153846154,0.307692307692308,10
"152",-18000,35.533333,46.116667,"Lake Zeribar",0.1194743130227,0,0,0.240247259882603,50
"153",-18000,36.143333,-2.621111,"MD95-2043",0,0,0,0.157418339236521,100
"154",-18000,36.619722,-4.496389,"Bajondillo",0,1.41248213138407,0,3.1622170200373,10
"155",-18000,36.81825,8.77474,"Dar Fatma",0,1.54867256637168,0,1.76991150442478,50
"156",-18000,36.9975,29.898333,"Sögüt Gölü",0,0,0,23.1729055258467,100
"157",-18000,37.793611,45.375833,"Lake Urmia II",0,0,0,1.20481927710843,10
"158",-18000,38.425,30.8,"Kararmik Batakligi",0,0.341491178144565,0,3.24416619237336,50
"159",-18000,38.483333,23.066667,"Kopais",0,0,0,2.39520958083832,100
"160",-18000,39.0585,22.24997,"Lake Xinias",0,0.0592768227622999,0,0.652045050385299,10
"161",-18000,39.7625,20.730556,"Ioannina I",0,0.421940928270042,0,7.80590717299578,50
"162",-18000,40.433889,29.533056,"Lake Iznik",0,0.321673045056419,0,0.800545450958731,100
"163",-18000,40.578333,-10.348333,"MD95-2039",0,0.223903025445802,0,0.799939891805249,10
"164",-18000,40.931235,15.605185,"Lago Grande di Monticchio",0.696864111498258,0.348432055749129,0,56.794425087108,50
"165",-18000,41.965045,-2.81179,"Laguna Mesagosa",0,0,0,0,100
"166",-18000,42.133333,2.75,"Banyoles",0,0,0,0,10
"167",-18000,42.201944,36.492778,"MD72/5-22",0.142857142857143,0.142857142857143,0.142857142857143,1.32671558049202,50
"168",-18000,42.692778,3.841667,"MD99-2348 (103)",0.312469877048697,0.778680021659686,3.24386953052341,3.97911534361249,100
"169",-18000,42.987535,10.89235,"Lago dell'Accesa",0,0,0.0428449014567267,0,10
"170",-18000,43.041685,-6.13878,"Lago de Ajo",0,0,0,9.63455149501661,50
"171",-18000,43.566389,3.916667,"Saint Sauveur",0.234192037470726,0,0,0.234192037470726,100
"172",-18000,44.233333,7.133333,"Laghi dell'Orgials",0,0.109529025191676,0,0.547645125958379,10
"173",-18000,44.9166666666667,3.78333333333333,"Lac du Bouchet",0,0,0,0,50
"174",-18000,45.0708333333333,5.25666666666667,"Saint Hilaire du Rosier",0,0,0,0,100
"175",-18000,45.666389,5.243333,"Loras",0,0,0,0,10
"176",-18000,46.05152,8.94329,"Lago di Origlio",0,1.0968867581855,0.867123231620361,0.304995831723633,50
"177",-18000,46.283056,7.844167,"Mittlere Hellelen",0,0,0,0,100
"178",-18000,46.347222,7.021667,"Leysin Les Léchières",0,1.25,0,0,10
"179",-18000,46.633333,7.3925,"Chutti Boltigen",0,0,0,0,50
"180",-18000,47.0213888888889,7.48380555555556,"Moossee",0,0,0,0,100
"181",-18000,47.16969,7.66823,"Burgaschisee",0,0,0,0,10
"182",-18000,47.8079,23.540305,"Steregoiu",0,0.106157112526539,0,0,50
"183",-18000,48.34053,20.430665,"Nagy-Mohos",0.12970168612192,0.259403372243839,0,2.85343709468223,100
"184",-18000,48.444444,-0.191667,"Le Fourneau",0.574712643678161,7.75862068965517,0,4.31034482758621,10
"185",-18000,50.7624,15.552305,"Labský důl",0.0424808836023789,0.115473584332306,0.334451686522087,0.0849617672047579,50
"186",-18000,57.183333,39.451389,"Lake Nero",0,4.43547215848026,4.47323321811369,0.376884422110553,100
"187",-18000,62.331455,10.398245,"Lake Flåfattjønna",0,7.60233918128655,0,0.584795321637427,10
