"","time","lat","long","site.name","samples","taxa"
"1",-21000,40.931235,15.605185,"Lago Grande di Monticchio",0.286532951289398,"Beech"
"2",-21000,40.931235,15.605185,"Lago Grande di Monticchio",0.286532951289398,"Alder"
"3",-21000,40.931235,15.605185,"Lago Grande di Monticchio",0.573065902578797,"Spruce"
"4",-21000,40.931235,15.605185,"Lago Grande di Monticchio",2.29226361031519,"Oak"
"5",-21000,40.433889,29.533056,"Lake Iznik",0.235155790711346,"Oak"
"6",-21000,36.143333,-2.621111,"MD95-2043",0.389936150805716,"Alder"
"7",-21000,36.143333,-2.621111,"MD95-2043",0.884007297050775,"Oak"
"8",-20500,44.9166666666667,3.78333333333333,"Lac du Bouchet",0.198807157057654,"Oak"
"9",-20500,44.233333,7.133333,"Laghi dell'Orgials",0.617283950617284,"Alder"
"10",-20500,40.433889,29.533056,"Lake Iznik",0.0334672021419009,"Spruce"
"11",-20500,40.433889,29.533056,"Lake Iznik",0.234270414993307,"Oak"
"12",-20500,42.1,36.616667,"MD72/5-25",0.759270084123313,"Beech"
"13",-20500,42.1,36.616667,"MD72/5-25",3.89070323023356,"Oak"
"14",-20500,36.143333,-2.621111,"MD95-2043",1.63934426229508,"Oak"
"15",-20000,44.9166666666667,3.78333333333333,"Lac du Bouchet",0.105932203389831,"Alder"
"16",-20000,44.9166666666667,3.78333333333333,"Lac du Bouchet",0.317796610169492,"Spruce"
"17",-20000,40.931235,15.605185,"Lago Grande di Monticchio",0.277008310249307,"Beech"
"18",-20000,40.931235,15.605185,"Lago Grande di Monticchio",1.10803324099723,"Oak"
"19",-20000,40.433889,29.533056,"Lake Iznik",0.102249488752556,"Spruce"
"20",-20000,40.433889,29.533056,"Lake Iznik",0.408997955010225,"Oak"
"21",-20000,38.65626,42.972475,"Lake Van",0.235123141203644,"Spruce"
"22",-20000,38.65626,42.972475,"Lake Van",0.0884955752212389,"Oak"
"23",-20000,42.1,36.616667,"MD72/5-25",0.78740157480315,"Alder"
"24",-20000,42.1,36.616667,"MD72/5-25",2.6246719160105,"Oak"
"25",-20000,36.143333,-2.621111,"MD95-2043",0.0713266761768902,"Alder"
"26",-20000,36.143333,-2.621111,"MD95-2043",1.25364813045584,"Oak"
"27",-19500,46.445,8.518333,"Alpi di Robièi Val Bavona",3.46534653465347,"Alder"
"28",-19500,40.931235,15.605185,"Lago Grande di Monticchio",0.261501143609636,"Beech"
"29",-19500,40.931235,15.605185,"Lago Grande di Monticchio",0.063319468012577,"Alder"
"30",-19500,40.931235,15.605185,"Lago Grande di Monticchio",0.0486880180655281,"Spruce"
"31",-19500,40.931235,15.605185,"Lago Grande di Monticchio",0.36151835206844,"Oak"
"32",-19500,45.05339,7.391,"Lago Piccolo di Avigliana",1.19521912350598,"Alder"
"33",-19500,45.05339,7.391,"Lago Piccolo di Avigliana",1.19521912350598,"Oak"
"34",-19500,38.65626,42.972475,"Lake Van",0.127004152105296,"Alder"
