"","time","lat","long","site.name","samples","taxa"
"1",-18000,-41.660615,145.961125,"Dove Lake",24.3589743589744,"Eucalyptus"
"2",-17500,-41.660615,145.961125,"Dove Lake",4.93827160493827,"Eucalyptus"
"3",-17000,-41.660615,145.961125,"Dove Lake",26.4705882352941,"Eucalyptus"
"4",-16500,-41.660615,145.961125,"Dove Lake",21.1764705882353,"Eucalyptus"
"5",-16500,-42.10391,146.18492,"Lake St Clair",2.08333333333333,"She-Oak"
"6",-16500,-42.10391,146.18492,"Lake St Clair",16.6666666666667,"Eucalyptus"
"7",-16000,-41.660615,145.961125,"Dove Lake",23.1707317073171,"Eucalyptus"
"8",-16000,-42.10391,146.18492,"Lake St Clair",2.77777777777778,"She-Oak"
"9",-16000,-42.10391,146.18492,"Lake St Clair",6.72753172753173,"Eucalyptus"
"10",-15500,-41.660615,145.961125,"Dove Lake",22.6533166458073,"Eucalyptus"
"11",-15500,-42.10391,146.18492,"Lake St Clair",3.48837209302326,"She-Oak"
"12",-15500,-42.10391,146.18492,"Lake St Clair",5.81395348837209,"Eucalyptus"
"13",-15000,-41.660615,145.961125,"Dove Lake",21.3114754098361,"Eucalyptus"
"14",-15000,-42.10391,146.18492,"Lake St Clair",0.552486187845304,"She-Oak"
"15",-15000,-42.10391,146.18492,"Lake St Clair",7.04162520160599,"Eucalyptus"
"16",-14500,-41.660615,145.961125,"Dove Lake",21.2328767123288,"Eucalyptus"
"17",-14500,-42.10391,146.18492,"Lake St Clair",3.88349514563107,"She-Oak"
"18",-14500,-42.10391,146.18492,"Lake St Clair",7.76699029126214,"Eucalyptus"
"19",-14500,-41.451255,145.961595,"Paddy's Lake",2.88125307345652,"Celery Pine"
"20",-14500,-41.451255,145.961595,"Paddy's Lake",14.5859654156133,"Eucalyptus"
"21",-14000,-41.660615,145.961125,"Dove Lake",20.9808329840338,"Eucalyptus"
"22",-14000,-42.10391,146.18492,"Lake St Clair",1.11111111111111,"She-Oak"
"23",-14000,-42.10391,146.18492,"Lake St Clair",4.16206261510129,"Eucalyptus"
"24",-14000,-41.451255,145.961595,"Paddy's Lake",0.895986576859887,"Celery Pine"
"25",-14000,-41.451255,145.961595,"Paddy's Lake",13.8252257649484,"Eucalyptus"
"26",-13500,-41.660615,145.961125,"Dove Lake",14.9253731343284,"Eucalyptus"
"27",-13500,-42.10391,146.18492,"Lake St Clair",3.16455696202532,"She-Oak"
"28",-13500,-42.10391,146.18492,"Lake St Clair",7.59493670886076,"Eucalyptus"
"29",-13500,-41.451255,145.961595,"Paddy's Lake",2.24364857867742,"Celery Pine"
"30",-13500,-41.451255,145.961595,"Paddy's Lake",13.0590377797268,"Eucalyptus"
"31",-13000,-41.660615,145.961125,"Dove Lake",17.5360515606153,"Eucalyptus"
"32",-13000,-42.10391,146.18492,"Lake St Clair",0.213675213675214,"She-Oak"
"33",-13000,-42.10391,146.18492,"Lake St Clair",5.76345576345576,"Eucalyptus"
"34",-13000,-41.451255,145.961595,"Paddy's Lake",13.1032827964614,"Celery Pine"
"35",-13000,-41.451255,145.961595,"Paddy's Lake",13.6269961687332,"Eucalyptus"
"36",-12500,-41.660615,145.961125,"Dove Lake",16.7557474072591,"Eucalyptus"
"37",-12500,-42.10391,146.18492,"Lake St Clair",2.34741784037559,"She-Oak"
"38",-12500,-42.10391,146.18492,"Lake St Clair",8.92018779342723,"Eucalyptus"
"39",-12500,-41.451255,145.961595,"Paddy's Lake",16.9553500102975,"Celery Pine"
"40",-12500,-41.451255,145.961595,"Paddy's Lake",15.2374865034682,"Eucalyptus"
"41",-12000,-41.660615,145.961125,"Dove Lake",16.0554572706275,"Eucalyptus"
"42",-12000,-42.10391,146.18492,"Lake St Clair",1.953125,"She-Oak"
"43",-12000,-42.10391,146.18492,"Lake St Clair",7.02668128654971,"Eucalyptus"
"44",-12000,-41.451255,145.961595,"Paddy's Lake",14.9578472748497,"Celery Pine"
"45",-12000,-41.451255,145.961595,"Paddy's Lake",18.3644508589399,"Eucalyptus"
"46",-11500,-41.660615,145.961125,"Dove Lake",18.7627995859605,"Eucalyptus"
"47",-11500,-42.10391,146.18492,"Lake St Clair",0.865800865800866,"She-Oak"
"48",-11500,-42.10391,146.18492,"Lake St Clair",16.4502164502165,"Eucalyptus"
