"","time","lat","long","site.name","fagus","alnus","picea","quercus"
"144",-18000,43.041685,-6.13878,"Lago de Ajo",0,0,0,9.63455149501661
"145",-18000,44.233333,7.133333,"Laghi dell'Orgials",0,0.109529025191676,0,0.547645125958379
"146",-18000,44.791667,6.55,"Lac de Siguret",0,0,0,0
"147",-18000,44.9166666666667,3.78333333333333,"Lac du Bouchet",0,0,0,0
"148",-18000,45.0561111111111,5.88527777777778,"Lac des Boites",0,0.537773559945935,0,0.289017341040462
"149",-18000,45.0708333333333,5.25666666666667,"Saint Hilaire du Rosier",0,0,0,0
"150",-18000,45.663889,5.244444,"Loras",0,0,0,0
"151",-18000,46.283056,7.844167,"Mittlere Hellelen",0,0,0,0
"152",-18000,46.347222,7.021667,"Leysin Les Léchières",0,1.25,0,0
"153",-18000,46.633333,7.3925,"Chutti Boltigen",0,0,0,0
"154",-18000,47.8079,23.540305,"Steregoiu",0,0.106157112526539,0,0
"155",-18000,48.34053,20.430665,"Nagy-Mohos",0.12970168612192,0.259403372243839,0,2.85343709468223
"156",-18000,48.444444,-0.191667,"Le Fourneau",0.574712643678161,7.75862068965517,0,4.31034482758621
"157",-18000,50.7624,15.552305,"Labský důl",0.0424808836023789,0.115473584332306,0.334451686522087,0.0849617672047579
"158",-18000,57.183333,39.451389,"Lake Nero",0,4.43547215848026,4.47323321811369,0.376884422110553
"159",-18000,62.331455,10.398245,"Lake Flåfattjønna",0,7.60233918128655,0,0.584795321637427
"160",-17500,35.533333,46.116667,"Lake Zeribar",0,0.233519803860631,0,0.190355329949239
"161",-17500,35.683333,36.3,"Ghab",0,0.167224080267559,0,24.9163879598662
"162",-17500,36.143333,-2.621111,"MD95-2043",0,0.222133228414318,0,0.413704109640371
"163",-17500,36.773611,-2.601389,"San Rafael",0,0,0,23.943661971831
"164",-17500,37.05,29.883333,"Sögüt Gölü",0,0.336700336700337,0,30.976430976431
"165",-17500,38.425,30.8,"Kararmik Batakligi",0,0.134915889713072,0.0931098696461825,4.6555713333707
"166",-17500,39.0585,22.24997,"Lake Xinias",0,0.0894254415381176,0,0.380058126537
"167",-17500,39.65,20.916667,"Ioannina",0.46189376443418,0.23094688221709,0,10.161662817552
"168",-17500,39.7625,20.730556,"Ioannina I",0.658327847267939,0.131665569453588,0,4.41079657669519
"169",-17500,40.931235,15.605185,"Lago Grande di Monticchio",1.81159420289855,0.36231884057971,0,55.0724637681159
"170",-17500,41.965045,-2.81179,"Laguna Mesagosa",0,0.323624595469256,0,0
"171",-17500,41.999095,-2.84734,"Laguna Negra",0,0,0,0
"172",-17500,42.133333,2.75,"Banyoles",0,0.0545553737043099,0,0.165322102102268
"173",-17500,42.63045,26.780139,"Straldzha mire",0,0,0,1.2514220705347
"174",-17500,42.692778,3.841667,"MD99-2348 (103)",0.32401669901929,1.1482599150225,4.18203818426432,3.59536872195074
"175",-17500,42.987535,10.89235,"Lago dell'Accesa",0.0990916597853014,0.10523412168607,0.018957345971564,1.13013947138751
"176",-17500,44.185975,7.717165,"Torbiera del Biecai",0,1.41342756183746,0,3.53356890459364
"177",-17500,44.791667,6.55,"Lac de Siguret",0,0,0,0
"178",-17500,44.9166666666667,3.78333333333333,"Lac du Bouchet",0,0.0595238095238095,0,0.431864235055724
"179",-17500,45.05339,7.391,"Lago Piccolo di Avigliana",0,0,0,0
"180",-17500,45.0561111111111,5.88527777777778,"Lac des Boites",0,0.0399042298483639,0,0.180508616823513
"181",-17500,45.0708333333333,5.25666666666667,"Saint Hilaire du Rosier",0,0.0666666666666667,0,0
"182",-17500,45.453611,2.627222,"Lac Noir",0,0.872969740669194,0,0.28735632183908
"183",-17500,45.663889,5.244444,"Loras",0,0,0,0
