"","time","lat","long","datasetid","samples","taxa","variablename"
"218",-5500,-42.680062,146.591092,14959,18.5070733270724,"CeleryPine","Phyllocladus"
"219",-5000,-42.680062,146.591092,14959,1.1118021592112,"SheOak","Casuarina"
"220",-5000,-42.680062,146.591092,14959,13.0818153833589,"Eucalyptus","Eucalyptus"
"221",-5000,-42.680062,146.591092,14959,21.6361663164309,"SouthernBeech","Nothofagus"
"222",-5000,-42.680062,146.591092,14959,19.5350267152913,"CeleryPine","Phyllocladus"
"223",-4500,-42.680062,146.591092,14959,1.74165457184325,"SheOak","Casuarina"
"224",-4500,-42.680062,146.591092,14959,17.0537010159652,"Eucalyptus","Eucalyptus"
"225",-4500,-42.680062,146.591092,14959,15.8925979680697,"SouthernBeech","Nothofagus"
"226",-4500,-42.680062,146.591092,14959,14.1509433962264,"CeleryPine","Phyllocladus"
"227",-4000,-42.680062,146.591092,14959,1.59753612605716,"SheOak","Casuarina"
"228",-4000,-42.680062,146.591092,14959,14.3821269498805,"Eucalyptus","Eucalyptus"
"229",-4000,-42.680062,146.591092,14959,20.2741616791346,"SouthernBeech","Nothofagus"
"230",-4000,-42.680062,146.591092,14959,12.5311881614041,"CeleryPine","Phyllocladus"
"231",-3500,-42.680062,146.591092,14959,2.64543257102494,"SheOak","Casuarina"
"232",-3500,-42.680062,146.591092,14959,17.8604108759666,"Eucalyptus","Eucalyptus"
"233",-3500,-42.680062,146.591092,14959,17.66289640495,"SouthernBeech","Nothofagus"
"234",-3500,-42.680062,146.591092,14959,14.8048132757245,"CeleryPine","Phyllocladus"
"235",-3000,-42.680062,146.591092,14959,3.44993814710709,"SheOak","Casuarina"
"236",-3000,-42.680062,146.591092,14959,17.5475682419955,"Eucalyptus","Eucalyptus"
"237",-3000,-42.680062,146.591092,14959,17.1991361862463,"SouthernBeech","Nothofagus"
"238",-3000,-42.680062,146.591092,14959,12.8762569961116,"CeleryPine","Phyllocladus"
"239",-2500,-42.680062,146.591092,14959,2.80723994257646,"SheOak","Casuarina"
"240",-2500,-42.680062,146.591092,14959,24.0033177226915,"Eucalyptus","Eucalyptus"
"241",-2500,-42.680062,146.591092,14959,14.2245422908156,"SouthernBeech","Nothofagus"
"242",-2500,-42.680062,146.591092,14959,10.3729208876292,"CeleryPine","Phyllocladus"
"243",-2000,-42.680062,146.591092,14959,2.69572338107048,"SheOak","Casuarina"
"244",-2000,-42.680062,146.591092,14959,29.5670270934447,"Eucalyptus","Eucalyptus"
"245",-2000,-42.680062,146.591092,14959,12.3996404354869,"SouthernBeech","Nothofagus"
"246",-2000,-42.680062,146.591092,14959,7.13716965818737,"CeleryPine","Phyllocladus"
"247",-1500,-42.680062,146.591092,14959,3.00169254413519,"SheOak","Casuarina"
"248",-1500,-42.680062,146.591092,14959,26.1146554141384,"Eucalyptus","Eucalyptus"
"249",-1500,-42.680062,146.591092,14959,12.0933368624248,"SouthernBeech","Nothofagus"
"250",-1500,-42.680062,146.591092,14959,7.79614832122236,"CeleryPine","Phyllocladus"
"251",-1000,-42.680062,146.591092,14959,2.46853313042208,"SheOak","Casuarina"
"252",-1000,-42.680062,146.591092,14959,28.692574189427,"Eucalyptus","Eucalyptus"
"253",-1000,-42.680062,146.591092,14959,11.5993651028982,"SouthernBeech","Nothofagus"
"254",-1000,-42.680062,146.591092,14959,7.51437348606911,"CeleryPine","Phyllocladus"
"255",-500,-42.680062,146.591092,14959,3.38512763596004,"SheOak","Casuarina"
"256",-500,-42.680062,146.591092,14959,32.2419533851276,"Eucalyptus","Eucalyptus"
"257",-500,-42.680062,146.591092,14959,6.21531631520533,"SouthernBeech","Nothofagus"
"258",-500,-42.680062,146.591092,14959,4.55049944506104,"CeleryPine","Phyllocladus"
"259",0,-42.680062,146.591092,14959,1.51732232272384,"SheOak","Casuarina"
"260",0,-42.680062,146.591092,14959,18.2082439180923,"Eucalyptus","Eucalyptus"
"261",0,-42.680062,146.591092,14959,11.2020792803995,"SouthernBeech","Nothofagus"
"262",0,-42.680062,146.591092,14959,10.0848483784922,"CeleryPine","Phyllocladus"
"263",-14500,-43.347714,146.83782,14961,4.38799544362533,"SheOak","Casuarina"
"264",-14500,-43.347714,146.83782,14961,13.7496844932864,"Eucalyptus","Eucalyptus"
"265",-14500,-43.347714,146.83782,14961,3.77718752411256,"SouthernBeech","Nothofagus"
"266",-14500,-43.347714,146.83782,14961,0.528351139028279,"CeleryPine","Phyllocladus"
"267",-14000,-43.347714,146.83782,14961,3.62780659711577,"SheOak","Casuarina"
"268",-14000,-43.347714,146.83782,14961,14.618193518229,"Eucalyptus","Eucalyptus"
"269",-14000,-43.347714,146.83782,14961,9.69949642886413,"SouthernBeech","Nothofagus"
"270",-14000,-43.347714,146.83782,14961,2.48504311770937,"CeleryPine","Phyllocladus"
"271",-13500,-43.347714,146.83782,14961,2.39863810898643,"SheOak","Casuarina"
"272",-13500,-43.347714,146.83782,14961,12.1467734318814,"Eucalyptus","Eucalyptus"
"273",-13500,-43.347714,146.83782,14961,9.61101632161536,"SouthernBeech","Nothofagus"
"274",-13500,-43.347714,146.83782,14961,2.09309546402002,"CeleryPine","Phyllocladus"
"275",-13000,-43.347714,146.83782,14961,1.99847753343925,"SheOak","Casuarina"
"276",-13000,-43.347714,146.83782,14961,14.3691242136315,"Eucalyptus","Eucalyptus"
"277",-13000,-43.347714,146.83782,14961,5.76600832251889,"SouthernBeech","Nothofagus"
"278",-13000,-43.347714,146.83782,14961,2.72733365221386,"CeleryPine","Phyllocladus"
"279",-12500,-43.347714,146.83782,14961,2.18652387327086,"SheOak","Casuarina"
"280",-12500,-43.347714,146.83782,14961,17.3583221775993,"Eucalyptus","Eucalyptus"
"281",-12500,-43.347714,146.83782,14961,4.32842481035252,"SouthernBeech","Nothofagus"
"282",-12500,-43.347714,146.83782,14961,4.77465417224453,"CeleryPine","Phyllocladus"
"283",-12000,-43.347714,146.83782,14961,2.43559241122301,"SheOak","Casuarina"
"284",-12000,-43.347714,146.83782,14961,14.1311712710585,"Eucalyptus","Eucalyptus"
"285",-12000,-43.347714,146.83782,14961,5.5751255043272,"SouthernBeech","Nothofagus"
"286",-12000,-43.347714,146.83782,14961,5.81881948935908,"CeleryPine","Phyllocladus"
"287",-11500,-43.347714,146.83782,14961,1.18448055731693,"SheOak","Casuarina"
"288",-11500,-43.347714,146.83782,14961,14.3101125087831,"Eucalyptus","Eucalyptus"
"289",-11500,-43.347714,146.83782,14961,10.9733552124214,"SouthernBeech","Nothofagus"
"290",-11500,-43.347714,146.83782,14961,9.64202627204332,"CeleryPine","Phyllocladus"
"291",-11000,-43.347714,146.83782,14961,1.0064043915828,"SheOak","Casuarina"
"292",-11000,-43.347714,146.83782,14961,12.259835315645,"Eucalyptus","Eucalyptus"
"293",-11000,-43.347714,146.83782,14961,13.4492223238792,"SouthernBeech","Nothofagus"
"294",-11000,-43.347714,146.83782,14961,14.7301006404392,"CeleryPine","Phyllocladus"
"295",-10500,-43.347714,146.83782,14961,1.09729334308705,"SheOak","Casuarina"
"296",-10500,-43.347714,146.83782,14961,7.82735918068764,"Eucalyptus","Eucalyptus"
"297",-10500,-43.347714,146.83782,14961,14.2648134601317,"SouthernBeech","Nothofagus"
"298",-10500,-43.347714,146.83782,14961,25.676664228237,"CeleryPine","Phyllocladus"
"299",-10000,-43.347714,146.83782,14961,1.04886500388337,"SheOak","Casuarina"
"300",-10000,-43.347714,146.83782,14961,2.21295081920574,"Eucalyptus","Eucalyptus"
"301",-10000,-43.347714,146.83782,14961,18.2775768921106,"SouthernBeech","Nothofagus"
"302",-10000,-43.347714,146.83782,14961,20.1340544354322,"CeleryPine","Phyllocladus"
"303",-9500,-43.347714,146.83782,14961,0.666666666666667,"SheOak","Casuarina"
"304",-9500,-43.347714,146.83782,14961,7.33333333333333,"Eucalyptus","Eucalyptus"
"305",-9500,-43.347714,146.83782,14961,45.8666666666667,"SouthernBeech","Nothofagus"
"306",-9500,-43.347714,146.83782,14961,5.33333333333333,"CeleryPine","Phyllocladus"
"307",-9000,-43.347714,146.83782,14961,1.16156282998944,"SheOak","Casuarina"
"308",-9000,-43.347714,146.83782,14961,5.70221752903907,"Eucalyptus","Eucalyptus"
