time,lat,long,samples,taxa
-19500,36.9975,29.89833,30.1010101,oak
-19500,38.38903,-2.5095,3.282828283,oak
-19500,38.425,30.8,0.112422709,alder
-19500,38.425,30.8,2.192242833,oak
-19500,38.586466,42.835468,0.218138178,alder
-19500,38.586466,42.835468,0.218138178,spruce
-19500,38.586466,42.835468,1.171875,oak
-19500,39.0585,22.24997,0.824742268,oak
-19500,39.65,20.916,0.263157895,alder
-19500,39.65,20.916,0.526315789,beech
-19500,39.65,20.916,11.57894737,oak
-19500,39.7625,20.73056,0.322135297,alder
-19500,39.7625,20.73056,0.230096641,beech
-19500,39.7625,20.73056,6.764841233,oak
-19500,40.93049,15.604298,0.917431193,beech
-19500,40.93049,15.604298,0.305810398,oak
-19500,40.93049,15.604298,0.536226347,beech
-19500,40.93049,15.604298,0.536193029,spruce
-19500,40.93049,15.604298,0.833068266,oak
-19500,40.93049,15.604298,0.146373229,alder
-19500,40.93049,15.604298,0.349575328,beech
-19500,40.93049,15.604298,0.343249428,spruce
-19500,40.93049,15.604298,0.439489481,oak
-19500,40.93049,15.604298,0.662378788,beech
-19500,40.93049,15.604298,0.535475234,spruce
-19500,40.93049,15.604298,0.535475234,oak
-19500,42.03333,-3.01667,0.454545455,oak
-19500,42.629484,26.778668,0.378787879,alder
-19500,42.629484,26.778668,3.409090909,oak
-19500,44.555,5.99556,0.314465409,alder
-19500,44.555,5.99556,0.314465409,oak
-19500,44.91667,3.78333,3.15681961,oak
-19500,45.053196,7.39077,1.209677419,alder
-19500,45.053196,7.39077,1.209677419,oak
-19500,45.71667,24.38333,0.174825175,alder
-19500,46.445,8.51833,7.608695652,alder
-19500,46.9365,7.473,0.409836066,alder
-19500,46.9365,7.473,0.819672131,spruce
-19500,47.01867,6.99669,1.694915254,alder
-19500,47.01867,6.99669,20.33898305,spruce
-19500,47.1125,25.27361,1.055806938,alder
-19500,47.1125,25.27361,1.508295626,spruce
-19500,47.29167,10.97639,1.140684411,alder
-19500,47.29167,10.97639,0.380228137,spruce
-19500,48.340256,20.430412,0.237529691,beech
-19500,48.340256,20.430412,2.001117314,oak
-19500,48.44444,-0.19167,13.14180598,alder
-19500,48.44444,-0.19167,5.091705892,oak
-19500,48.775332,13.864648,0.158353127,alder
-19500,48.775332,13.864648,0.079176564,spruce
-19500,50.762596,15.551962,4.381085488,alder
